Date,Service,DailyCost_USD,Is_Anomaly
2025-03-18,AmazonEC2,130.18,False
2025-03-19,AmazonEC2,124.45,False
2025-03-20,AmazonEC2,130.62,False
2025-03-21,AmazonEC2,128.2,False
2025-03-22,AmazonEC2,92.17,False
2025-03-23,AmazonEC2,96.85,False
2025-03-24,AmazonEC2,128.42,False
2025-03-25,AmazonEC2,139.21,False
2025-03-26,AmazonEC2,133.29,False
2025-03-27,AmazonEC2,125.48,False
2025-03-28,AmazonEC2,115.93,False
2025-03-29,AmazonEC2,84.56,False
2025-03-30,AmazonEC2,89.33,False
2025-03-31,AmazonEC2,129.99,False
2025-04-01,AmazonEC2,133.25,False
2025-04-02,AmazonEC2,124.05,False
2025-04-03,AmazonEC2,137.81,False
2025-04-04,AmazonEC2,133.16,False
2025-04-05,AmazonEC2,95.23,False
2025-04-06,AmazonEC2,86.94,False
2025-04-07,AmazonEC2,118.17,False
2025-04-08,AmazonEC2,129.89,False
2025-04-09,AmazonEC2,138.43,False
2025-04-10,AmazonEC2,131.16,False
2025-04-11,AmazonEC2,137.52,False
2025-04-12,AmazonEC2,96.65,False
2025-04-13,AmazonEC2,98.51,False
2025-04-14,AmazonEC2,132.32,False
2025-04-15,AmazonEC2,132.07,False
2025-04-16,AmazonEC2,138.58,False
2025-04-17,AmazonEC2,129.47,False
2025-04-18,AmazonEC2,127.72,False
2025-04-19,AmazonEC2,93.87,False
2025-04-20,AmazonEC2,91.12,False
2025-04-21,AmazonEC2,135.47,False
2025-04-22,AmazonEC2,132.87,False
2025-04-23,AmazonEC2,133.49,False
2025-04-24,AmazonEC2,120.91,False
2025-04-25,AmazonEC2,128.68,False
2025-04-26,AmazonEC2,97.03,False
2025-04-27,AmazonEC2,89.35,False
2025-04-28,AmazonEC2,142.1,False
2025-04-29,AmazonEC2,129.06,False
2025-04-30,AmazonEC2,127.02,False
2025-05-01,AmazonEC2,326.54,True
2025-05-02,AmazonEC2,126.28,False
2025-05-03,AmazonEC2,91.21,False
2025-05-04,AmazonEC2,91.86,False
2025-05-05,AmazonEC2,131.37,False
2025-05-06,AmazonEC2,132.03,False
2025-05-07,AmazonEC2,142.28,False
2025-05-08,AmazonEC2,128.84,False
2025-05-09,AmazonEC2,133.3,False
2025-05-10,AmazonEC2,103.7,False
2025-05-11,AmazonEC2,96.66,False
2025-05-12,AmazonEC2,127.73,False
2025-05-13,AmazonEC2,145.2,False
2025-05-14,AmazonEC2,135.86,False
2025-05-15,AmazonEC2,131.58,False
2025-05-16,AmazonEC2,139.61,False
2025-05-17,AmazonEC2,92.92,False
2025-05-18,AmazonEC2,97.91,False
2025-05-19,AmazonEC2,137.72,False
2025-05-20,AmazonEC2,141.82,False
2025-05-21,AmazonEC2,128.21,False
2025-05-22,AmazonEC2,140.08,False
2025-05-23,AmazonEC2,132.6,False
2025-05-24,AmazonEC2,104.88,False
2025-05-25,AmazonEC2,104.46,False
2025-05-26,AmazonEC2,136.56,False
2025-05-27,AmazonEC2,133.53,False
2025-05-28,AmazonEC2,140.24,False
2025-05-29,AmazonEC2,139.82,False
2025-05-30,AmazonEC2,141.73,False
2025-05-31,AmazonEC2,100.62,False
2025-06-01,AmazonEC2,102.54,False
2025-06-02,AmazonEC2,132.03,False
2025-06-03,AmazonEC2,132.04,False
2025-06-04,AmazonEC2,135.71,False
2025-06-05,AmazonEC2,134.22,False
2025-06-06,AmazonEC2,138.39,False
2025-06-07,AmazonEC2,89.73,False
2025-06-08,AmazonEC2,97.69,False
2025-06-09,AmazonEC2,146.54,False
2025-06-10,AmazonEC2,139.93,False
2025-06-11,AmazonEC2,151.47,False
2025-06-12,AmazonEC2,133.93,False
2025-06-13,AmazonEC2,133.3,False
2025-06-14,AmazonEC2,98.48,False
2025-06-15,AmazonEC2,102.93,False
2025-06-16,AmazonEC2,146.82,False
2025-06-17,AmazonEC2,136.4,False
2025-06-18,AmazonEC2,135.63,False
2025-06-19,AmazonEC2,138.22,False
2025-06-20,AmazonEC2,138.37,False
2025-06-21,AmazonEC2,102.14,False
2025-06-22,AmazonEC2,101.89,False
2025-06-23,AmazonEC2,135.22,False
2025-06-24,AmazonEC2,124.55,False
2025-06-25,AmazonEC2,138.07,False
2025-06-26,AmazonEC2,137.73,False
2025-06-27,AmazonEC2,138.69,False
2025-06-28,AmazonEC2,97.35,False
2025-06-29,AmazonEC2,99.54,False
2025-06-30,AmazonEC2,146.06,False
2025-07-01,AmazonEC2,135.65,False
2025-07-02,AmazonEC2,140.21,False
2025-07-03,AmazonEC2,142.53,False
2025-07-04,AmazonEC2,139.99,False
2025-07-05,AmazonEC2,100.53,False
2025-07-06,AmazonEC2,98.1,False
2025-07-07,AmazonEC2,145.4,False
2025-07-08,AmazonEC2,130.05,False
2025-07-09,AmazonEC2,130.6,False
2025-07-10,AmazonEC2,138.48,False
2025-07-11,AmazonEC2,144.82,False
2025-07-12,AmazonEC2,101.79,False
2025-07-13,AmazonEC2,103.04,False
2025-07-14,AmazonEC2,135.43,False
2025-07-15,AmazonEC2,138.17,False
2025-07-16,AmazonEC2,145.66,False
2025-07-17,AmazonEC2,143.16,False
2025-07-18,AmazonEC2,135.21,False
2025-07-19,AmazonEC2,107.21,False
2025-07-20,AmazonEC2,219.42,True
2025-07-21,AmazonEC2,141.32,False
2025-07-22,AmazonEC2,131.36,False
2025-07-23,AmazonEC2,139.17,False
2025-07-24,AmazonEC2,145.33,False
2025-07-25,AmazonEC2,153.85,False
2025-07-26,AmazonEC2,101.33,False
2025-07-27,AmazonEC2,107.2,False
2025-07-28,AmazonEC2,142.13,False
2025-07-29,AmazonEC2,145.28,False
2025-07-30,AmazonEC2,133.31,False
2025-07-31,AmazonEC2,136.65,False
2025-08-01,AmazonEC2,141.57,False
2025-08-02,AmazonEC2,98.77,False
2025-08-03,AmazonEC2,110.58,False
2025-08-04,AmazonEC2,144.18,False
2025-08-05,AmazonEC2,138.53,False
2025-08-06,AmazonEC2,140.33,False
2025-08-07,AmazonEC2,140.26,False
2025-08-08,AmazonEC2,143.22,False
2025-08-09,AmazonEC2,109.98,False
2025-08-10,AmazonEC2,101.63,False
2025-08-11,AmazonEC2,147.0,False
2025-08-12,AmazonEC2,145.22,False
2025-08-13,AmazonEC2,145.93,False
2025-08-14,AmazonEC2,146.59,False
2025-08-15,AmazonEC2,137.34,False
2025-08-16,AmazonEC2,108.74,False
2025-08-17,AmazonEC2,110.6,False
2025-08-18,AmazonEC2,148.81,False
2025-08-19,AmazonEC2,150.35,False
2025-08-20,AmazonEC2,144.19,False
2025-08-21,AmazonEC2,143.36,False
2025-08-22,AmazonEC2,141.04,False
2025-08-23,AmazonEC2,100.49,False
2025-08-24,AmazonEC2,102.74,False
2025-08-25,AmazonEC2,133.74,False
2025-08-26,AmazonEC2,146.0,False
2025-08-27,AmazonEC2,142.42,False
2025-08-28,AmazonEC2,144.31,False
2025-08-29,AmazonEC2,144.74,False
2025-08-30,AmazonEC2,107.4,False
2025-08-31,AmazonEC2,117.79,False
2025-09-01,AmazonEC2,141.59,False
2025-09-02,AmazonEC2,134.57,False
2025-09-03,AmazonEC2,148.17,False
2025-09-04,AmazonEC2,139.75,False
2025-09-05,AmazonEC2,147.23,False
2025-09-06,AmazonEC2,115.95,False
2025-09-07,AmazonEC2,114.82,False
2025-09-08,AmazonEC2,149.07,False
2025-09-09,AmazonEC2,146.16,False
2025-09-10,AmazonEC2,149.44,False
2025-09-11,AmazonEC2,147.96,False
2025-09-12,AmazonEC2,144.7,False
2025-09-13,AmazonEC2,111.02,False
2025-09-14,AmazonEC2,124.81,False
2025-09-15,AmazonEC2,142.17,False
2025-09-16,AmazonEC2,147.0,False
2025-09-17,AmazonEC2,145.29,False
2025-09-18,AmazonEC2,148.84,False
2025-09-19,AmazonEC2,148.5,False
2025-09-20,AmazonEC2,117.93,False
2025-09-21,AmazonEC2,110.66,False
2025-09-22,AmazonEC2,150.09,False
2025-09-23,AmazonEC2,156.51,False
2025-09-24,AmazonEC2,147.65,False
2025-09-25,AmazonEC2,154.6,False
2025-09-26,AmazonEC2,143.49,False
2025-09-27,AmazonEC2,116.82,False
2025-09-28,AmazonEC2,110.6,False
2025-09-29,AmazonEC2,149.32,False
2025-09-30,AmazonEC2,158.74,False
2025-10-01,AmazonEC2,153.19,False
2025-10-02,AmazonEC2,147.72,False
2025-10-03,AmazonEC2,140.64,False
2025-10-04,AmazonEC2,117.23,False
2025-10-05,AmazonEC2,106.55,False
2025-10-06,AmazonEC2,149.71,False
2025-10-07,AmazonEC2,149.7,False
2025-10-08,AmazonEC2,150.93,False
2025-10-09,AmazonEC2,147.48,False
2025-10-10,AmazonEC2,148.11,False
2025-10-11,AmazonEC2,112.56,False
2025-10-12,AmazonEC2,112.01,False
2025-10-13,AmazonEC2,146.93,False
2025-10-14,AmazonEC2,140.67,False
2025-10-15,AmazonEC2,142.31,False
2025-10-16,AmazonEC2,151.77,False
2025-10-17,AmazonEC2,152.49,False
2025-10-18,AmazonEC2,115.17,False
2025-10-19,AmazonEC2,111.03,False
2025-10-20,AmazonEC2,151.11,False
2025-10-21,AmazonEC2,144.09,False
2025-10-22,AmazonEC2,139.45,False
2025-10-23,AmazonEC2,145.64,False
2025-10-24,AmazonEC2,154.86,False
2025-10-25,AmazonEC2,110.9,False
2025-10-26,AmazonEC2,118.87,False
2025-10-27,AmazonEC2,153.49,False
2025-10-28,AmazonEC2,308.58,True
2025-10-29,AmazonEC2,150.82,False
2025-10-30,AmazonEC2,149.92,False
2025-10-31,AmazonEC2,154.31,False
2025-11-01,AmazonEC2,123.09,False
2025-11-02,AmazonEC2,113.53,False
2025-11-03,AmazonEC2,150.9,False
2025-11-04,AmazonEC2,147.96,False
2025-11-05,AmazonEC2,149.1,False
2025-11-06,AmazonEC2,156.47,False
2025-11-07,AmazonEC2,154.86,False
2025-11-08,AmazonEC2,109.34,False
2025-11-09,AmazonEC2,115.43,False
2025-11-10,AmazonEC2,148.3,False
2025-11-11,AmazonEC2,154.24,False
2025-11-12,AmazonEC2,154.63,False
2025-11-13,AmazonEC2,150.46,False
2025-11-14,AmazonEC2,157.59,False
2025-11-15,AmazonEC2,120.34,False
2025-11-16,AmazonEC2,115.95,False
2025-11-17,AmazonEC2,150.17,False
2025-11-18,AmazonEC2,150.03,False
2025-11-19,AmazonEC2,158.84,False
2025-11-20,AmazonEC2,149.38,False
2025-11-21,AmazonEC2,159.38,False
2025-11-22,AmazonEC2,116.74,False
2025-11-23,AmazonEC2,125.1,False
2025-11-24,AmazonEC2,155.86,False
2025-11-25,AmazonEC2,154.37,False
2025-11-26,AmazonEC2,154.56,False
2025-11-27,AmazonEC2,142.4,False
2025-11-28,AmazonEC2,160.64,False
2025-11-29,AmazonEC2,116.56,False
2025-11-30,AmazonEC2,120.48,False
2025-12-01,AmazonEC2,149.78,False
2025-12-02,AmazonEC2,157.68,False
2025-12-03,AmazonEC2,154.06,False
2025-12-04,AmazonEC2,148.42,False
2025-12-05,AmazonEC2,153.33,False
2025-12-06,AmazonEC2,120.29,False
2025-12-07,AmazonEC2,126.66,False
2025-12-08,AmazonEC2,147.91,False
2025-12-09,AmazonEC2,151.98,False
2025-12-10,AmazonEC2,155.29,False
2025-12-11,AmazonEC2,151.82,False
2025-12-12,AmazonEC2,159.71,False
2025-12-13,AmazonEC2,115.69,False
2025-12-14,AmazonEC2,111.36,False
2025-12-15,AmazonEC2,153.79,False
2025-12-16,AmazonEC2,153.57,False
2025-12-17,AmazonEC2,266.02,True
2025-12-18,AmazonEC2,156.31,False
2025-12-19,AmazonEC2,152.66,False
2025-12-20,AmazonEC2,126.88,False
2025-12-21,AmazonEC2,121.1,False
2025-12-22,AmazonEC2,153.36,False
2025-12-23,AmazonEC2,150.05,False
2025-12-24,AmazonEC2,159.15,False
2025-12-25,AmazonEC2,154.86,False
2025-12-26,AmazonEC2,154.14,False
2025-12-27,AmazonEC2,135.7,False
2025-12-28,AmazonEC2,120.38,False
2025-12-29,AmazonEC2,157.29,False
2025-12-30,AmazonEC2,152.6,False
2025-12-31,AmazonEC2,155.79,False
2026-01-01,AmazonEC2,171.7,False
2026-01-02,AmazonEC2,154.91,False
2026-01-03,AmazonEC2,126.02,False
2026-01-04,AmazonEC2,132.4,False
2026-01-05,AmazonEC2,165.17,False
2026-01-06,AmazonEC2,159.89,False
2026-01-07,AmazonEC2,158.96,False
2026-01-08,AmazonEC2,148.29,False
2026-01-09,AmazonEC2,165.47,False
2026-01-10,AmazonEC2,126.36,False
2026-01-11,AmazonEC2,121.62,False
2026-01-12,AmazonEC2,159.26,False
2026-01-13,AmazonEC2,154.84,False
2026-01-14,AmazonEC2,147.79,False
2026-01-15,AmazonEC2,159.96,False
2026-01-16,AmazonEC2,158.03,False
2026-01-17,AmazonEC2,121.41,False
2026-01-18,AmazonEC2,128.53,False
2026-01-19,AmazonEC2,155.46,False
2026-01-20,AmazonEC2,169.46,False
2026-01-21,AmazonEC2,157.2,False
2026-01-22,AmazonEC2,162.05,False
2026-01-23,AmazonEC2,159.05,False
2026-01-24,AmazonEC2,123.74,False
2026-01-25,AmazonEC2,126.33,False
2026-01-26,AmazonEC2,152.72,False
2026-01-27,AmazonEC2,161.27,False
2026-01-28,AmazonEC2,158.69,False
2026-01-29,AmazonEC2,166.83,False
2026-01-30,AmazonEC2,159.63,False
2026-01-31,AmazonEC2,128.19,False
2026-02-01,AmazonEC2,130.2,False
2026-02-02,AmazonEC2,167.78,False
2026-02-03,AmazonEC2,152.94,False
2026-02-04,AmazonEC2,151.88,False
2026-02-05,AmazonEC2,157.9,False
2026-02-06,AmazonEC2,152.14,False
2026-02-07,AmazonEC2,120.05,False
2026-02-08,AmazonEC2,119.38,False
2026-02-09,AmazonEC2,165.74,False
2026-02-10,AmazonEC2,159.71,False
2026-02-11,AmazonEC2,153.2,False
2026-02-12,AmazonEC2,164.05,False
2026-02-13,AmazonEC2,156.72,False
2026-02-14,AmazonEC2,128.48,False
2026-02-15,AmazonEC2,300.12,True
2026-02-16,AmazonEC2,161.07,False
2026-02-17,AmazonEC2,162.37,False
2026-02-18,AmazonEC2,168.8,False
2026-02-19,AmazonEC2,171.0,False
2026-02-20,AmazonEC2,157.85,False
2026-02-21,AmazonEC2,119.81,False
2026-02-22,AmazonEC2,121.01,False
2026-02-23,AmazonEC2,160.33,False
2026-02-24,AmazonEC2,163.83,False
2026-02-25,AmazonEC2,163.58,False
2026-02-26,AmazonEC2,163.86,False
2026-02-27,AmazonEC2,167.81,False
2026-02-28,AmazonEC2,125.14,False
2026-03-01,AmazonEC2,123.4,False
2026-03-02,AmazonEC2,163.4,False
2026-03-03,AmazonEC2,165.25,False
2026-03-04,AmazonEC2,166.6,False
2026-03-05,AmazonEC2,174.78,False
2026-03-06,AmazonEC2,156.84,False
2026-03-07,AmazonEC2,130.75,False
2026-03-08,AmazonEC2,130.97,False
2026-03-09,AmazonEC2,165.74,False
2026-03-10,AmazonEC2,164.99,False
2026-03-11,AmazonEC2,170.41,False
2026-03-12,AmazonEC2,161.06,False
2026-03-13,AmazonEC2,164.37,False
2026-03-14,AmazonEC2,128.75,False
2026-03-15,AmazonEC2,130.63,False
2026-03-16,AmazonEC2,161.87,False
2026-03-17,AmazonEC2,175.54,False
2026-03-18,AmazonEC2,162.24,False
2026-03-19,AmazonEC2,171.29,False
2026-03-20,AmazonEC2,159.54,False
2026-03-21,AmazonEC2,136.11,False
2026-03-22,AmazonEC2,138.1,False
2026-03-23,AmazonEC2,164.07,False
2026-03-24,AmazonEC2,165.1,False
2026-03-25,AmazonEC2,165.67,False
2026-03-26,AmazonEC2,164.96,False
2026-03-27,AmazonEC2,167.45,False
2026-03-28,AmazonEC2,134.35,False
2026-03-29,AmazonEC2,131.51,False
2026-03-30,AmazonEC2,166.36,False
2026-03-31,AmazonEC2,169.14,False
2026-04-01,AmazonEC2,159.03,False
2026-04-02,AmazonEC2,165.41,False
2026-04-03,AmazonEC2,173.94,False
2026-04-04,AmazonEC2,134.62,False
2026-04-05,AmazonEC2,133.1,False
2026-04-06,AmazonEC2,169.48,False
2026-04-07,AmazonEC2,162.96,False
2026-04-08,AmazonEC2,165.76,False
2026-04-09,AmazonEC2,174.09,False
2026-04-10,AmazonEC2,165.27,False
2026-04-11,AmazonEC2,125.25,False
2026-04-12,AmazonEC2,131.57,False
2026-04-13,AmazonEC2,163.55,False
2026-04-14,AmazonEC2,165.85,False
2026-04-15,AmazonEC2,172.58,False
2026-04-16,AmazonEC2,163.29,False
2026-04-17,AmazonEC2,169.44,False
2026-04-18,AmazonEC2,136.21,False
2026-04-19,AmazonEC2,134.11,False
2026-04-20,AmazonEC2,170.04,False
2026-04-21,AmazonEC2,173.46,False
2026-04-22,AmazonEC2,160.03,False
2026-04-23,AmazonEC2,167.74,False
2026-04-24,AmazonEC2,166.93,False
2026-04-25,AmazonEC2,128.23,False
2026-04-26,AmazonEC2,126.68,False
2026-04-27,AmazonEC2,165.2,False
2026-04-28,AmazonEC2,165.38,False
2026-04-29,AmazonEC2,173.46,False
2026-04-30,AmazonEC2,174.45,False
2026-05-01,AmazonEC2,167.57,False
