Date,Service,DailyCost_USD,Is_Anomaly
2026-01-10,AmazonEC2,134.32,False
2026-01-11,AmazonEC2,119.82,False
2026-01-12,AmazonEC2,163.12,False
2026-01-13,AmazonEC2,159.78,False
2026-01-14,AmazonEC2,169.92,False
2026-01-15,AmazonEC2,155.03,False
2026-01-16,AmazonEC2,154.98,False
2026-01-17,AmazonEC2,121.28,False
2026-01-18,AmazonEC2,113.76,False
2026-01-19,AmazonEC2,156.86,False
2026-01-20,AmazonEC2,155.79,False
2026-01-21,AmazonEC2,160.44,False
2026-01-22,AmazonEC2,161.5,False
2026-01-23,AmazonEC2,169.28,False
2026-01-24,AmazonEC2,129.75,False
2026-01-25,AmazonEC2,122.22,False
2026-01-26,AmazonEC2,155.71,False
2026-01-27,AmazonEC2,162.77,False
2026-01-28,AmazonEC2,153.81,False
2026-01-29,AmazonEC2,169.67,False
2026-01-30,AmazonEC2,166.52,False
2026-01-31,AmazonEC2,123.38,False
2026-02-01,AmazonEC2,117.26,False
2026-02-02,AmazonEC2,167.7,False
2026-02-03,AmazonEC2,160.46,False
2026-02-04,AmazonEC2,167.32,False
2026-02-05,AmazonEC2,153.26,False
2026-02-06,AmazonEC2,158.34,False
2026-02-07,AmazonEC2,126.47,False
2026-02-08,AmazonEC2,126.78,False
2026-02-09,AmazonEC2,159.4,False
2026-02-10,AmazonEC2,164.87,False
2026-02-11,AmazonEC2,156.52,False
2026-02-12,AmazonEC2,161.25,False
2026-02-13,AmazonEC2,162.66,False
2026-02-14,AmazonEC2,129.74,False
2026-02-15,AmazonEC2,292.8,True
2026-02-16,AmazonEC2,156.75,False
2026-02-17,AmazonEC2,154.8,False
2026-02-18,AmazonEC2,168.97,False
2026-02-19,AmazonEC2,164.34,False
2026-02-20,AmazonEC2,159.04,False
2026-02-21,AmazonEC2,135.64,False
2026-02-22,AmazonEC2,128.57,False
2026-02-23,AmazonEC2,168.99,False
2026-02-24,AmazonEC2,163.53,False
2026-02-25,AmazonEC2,173.6,False
2026-02-26,AmazonEC2,172.18,False
2026-02-27,AmazonEC2,162.26,False
2026-02-28,AmazonEC2,133.47,False
2026-03-01,AmazonEC2,131.94,False
2026-03-02,AmazonEC2,170.66,False
2026-03-03,AmazonEC2,159.09,False
2026-03-04,AmazonEC2,167.45,False
2026-03-05,AmazonEC2,169.42,False
2026-03-06,AmazonEC2,155.43,False
2026-03-07,AmazonEC2,123.41,False
2026-03-08,AmazonEC2,119.24,False
2026-03-09,AmazonEC2,163.19,False
2026-03-10,AmazonEC2,168.23,False
2026-03-11,AmazonEC2,172.25,False
2026-03-12,AmazonEC2,165.22,False
2026-03-13,AmazonEC2,173.09,False
2026-03-14,AmazonEC2,123.15,False
2026-03-15,AmazonEC2,121.64,False
2026-03-16,AmazonEC2,164.98,False
2026-03-17,AmazonEC2,167.28,False
2026-03-18,AmazonEC2,165.3,False
2026-03-19,AmazonEC2,155.23,False
2026-03-20,AmazonEC2,165.22,False
2026-03-21,AmazonEC2,124.25,False
2026-03-22,AmazonEC2,134.22,False
2026-03-23,AmazonEC2,167.81,False
2026-03-24,AmazonEC2,161.38,False
2026-03-25,AmazonEC2,163.62,False
2026-03-26,AmazonEC2,160.99,False
2026-03-27,AmazonEC2,166.08,False
2026-03-28,AmazonEC2,136.27,False
2026-03-29,AmazonEC2,126.67,False
2026-03-30,AmazonEC2,169.22,False
2026-03-31,AmazonEC2,164.15,False
2026-04-01,AmazonEC2,162.94,False
2026-04-02,AmazonEC2,166.48,False
2026-04-03,AmazonEC2,161.94,False
2026-04-04,AmazonEC2,129.45,False
2026-04-05,AmazonEC2,126.33,False
2026-04-06,AmazonEC2,177.25,False
2026-04-07,AmazonEC2,167.7,False
2026-04-08,AmazonEC2,164.13,False
2026-04-09,AmazonEC2,168.8,False
2026-04-10,AmazonEC2,167.27,False
2026-04-11,AmazonEC2,131.83,False
2026-04-12,AmazonEC2,136.11,False
2026-04-13,AmazonEC2,171.93,False
2026-04-14,AmazonEC2,165.59,False
2026-04-15,AmazonEC2,165.47,False
2026-04-16,AmazonEC2,167.08,False
2026-04-17,AmazonEC2,157.05,False
2026-04-18,AmazonEC2,126.08,False
2026-04-19,AmazonEC2,140.6,False
2026-04-20,AmazonEC2,177.09,False
2026-04-21,AmazonEC2,167.72,False
2026-04-22,AmazonEC2,171.95,False
2026-04-23,AmazonEC2,170.73,False
2026-04-24,AmazonEC2,184.67,False
2026-04-25,AmazonEC2,139.98,False
2026-04-26,AmazonEC2,133.84,False
2026-04-27,AmazonEC2,164.81,False
2026-04-28,AmazonEC2,161.66,False
2026-04-29,AmazonEC2,170.81,False
2026-04-30,AmazonEC2,166.12,False
2026-05-01,AmazonEC2,162.89,False
